"palette_id","collection","order","red","green","blue","hex","status","note","name","family","type","n_colors","status_palette"
"avantgarde_multi_10","avantgarde",3,81,192,220,"#51C0DC","transcribed","","avantgarde_multi_10","multi","multicolor",5,"review"
"avantgarde_multi_10","avantgarde",4,247,220,234,"#F7DCEA","review","Faint RGB label; candidate (247,220,234).","avantgarde_multi_10","multi","multicolor",5,"review"
"avantgarde_multi_10","avantgarde",5,149,201,112,"#95C970","transcribed","","avantgarde_multi_10","multi","multicolor",5,"review"
"avantgarde_tri_01","avantgarde",1,230,0,18,"#E60012","transcribed","","avantgarde_tri_01","tri","tricolor",3,"transcribed"
"avantgarde_tri_01","avantgarde",2,254,234,205,"#FEEACD","transcribed","","avantgarde_tri_01","tri","tricolor",3,"transcribed"
"avantgarde_tri_01","avantgarde",3,0,79,163,"#004FA3","transcribed","","avantgarde_tri_01","tri","tricolor",3,"transcribed"
"avantgarde_tri_02","avantgarde",1,167,218,229,"#A7DAE5","transcribed","","avantgarde_tri_02","tri","tricolor",3,"transcribed"
"avantgarde_tri_02","avantgarde",2,0,107,185,"#006BB9","transcribed","","avantgarde_tri_02","tri","tricolor",3,"transcribed"
"avantgarde_tri_02","avantgarde",3,231,36,16,"#E72410","transcribed","","avantgarde_tri_02","tri","tricolor",3,"transcribed"
"avantgarde_tri_03","avantgarde",1,246,195,217,"#F6C3D9","transcribed","","avantgarde_tri_03","tri","tricolor",3,"transcribed"
"avantgarde_tri_03","avantgarde",2,255,241,0,"#FFF100","transcribed","","avantgarde_tri_03","tri","tricolor",3,"transcribed"
"avantgarde_tri_03","avantgarde",3,167,168,168,"#A7A8A8","transcribed","","avantgarde_tri_03","tri","tricolor",3,"transcribed"
"avantgarde_tri_04","avantgarde",1,37,177,124,"#25B17C","transcribed","","avantgarde_tri_04","tri","tricolor",3,"transcribed"
"avantgarde_tri_04","avantgarde",2,232,65,54,"#E84136","transcribed","","avantgarde_tri_04","tri","tricolor",3,"transcribed"
"avantgarde_tri_04","avantgarde",3,255,240,0,"#FFF000","transcribed","","avantgarde_tri_04","tri","tricolor",3,"transcribed"
"avantgarde_tri_05","avantgarde",1,61,174,228,"#3DAEE4","transcribed","","avantgarde_tri_05","tri","tricolor",3,"transcribed"
"avantgarde_tri_05","avantgarde",2,245,239,106,"#F5EF6A","transcribed","","avantgarde_tri_05","tri","tricolor",3,"transcribed"
"avantgarde_tri_05","avantgarde",3,235,221,213,"#EBDDD5","transcribed","","avantgarde_tri_05","tri","tricolor",3,"transcribed"
"avantgarde_tri_06","avantgarde",1,255,241,0,"#FFF100","transcribed","","avantgarde_tri_06","tri","tricolor",3,"transcribed"
"avantgarde_tri_06","avantgarde",2,230,46,139,"#E62E8B","transcribed","","avantgarde_tri_06","tri","tricolor",3,"transcribed"
"avantgarde_tri_06","avantgarde",3,0,160,233,"#00A0E9","transcribed","","avantgarde_tri_06","tri","tricolor",3,"transcribed"
"avantgarde_tri_07","avantgarde",1,0,153,68,"#009944","transcribed","","avantgarde_tri_07","tri","tricolor",3,"transcribed"
"avantgarde_tri_07","avantgarde",2,255,241,0,"#FFF100","transcribed","","avantgarde_tri_07","tri","tricolor",3,"transcribed"
"avantgarde_tri_07","avantgarde",3,215,215,216,"#D7D7D8","transcribed","","avantgarde_tri_07","tri","tricolor",3,"transcribed"
"avantgarde_tri_08","avantgarde",1,8,51,141,"#08338D","transcribed","","avantgarde_tri_08","tri","tricolor",3,"transcribed"
"avantgarde_tri_08","avantgarde",2,0,154,91,"#009A5B","transcribed","","avantgarde_tri_08","tri","tricolor",3,"transcribed"
"avantgarde_tri_08","avantgarde",3,0,177,175,"#00B1AF","transcribed","","avantgarde_tri_08","tri","tricolor",3,"transcribed"
"avantgarde_tri_09","avantgarde",1,204,56,109,"#CC386D","transcribed","","avantgarde_tri_09","tri","tricolor",3,"transcribed"
"avantgarde_tri_09","avantgarde",2,0,164,140,"#00A48C","transcribed","","avantgarde_tri_09","tri","tricolor",3,"transcribed"
"avantgarde_tri_09","avantgarde",3,0,168,217,"#00A8D9","transcribed","","avantgarde_tri_09","tri","tricolor",3,"transcribed"
"avantgarde_tri_10","avantgarde",1,0,0,0,"#000000","transcribed","","avantgarde_tri_10","tri","tricolor",3,"transcribed"
"avantgarde_tri_10","avantgarde",2,0,171,235,"#00ABEB","transcribed","","avantgarde_tri_10","tri","tricolor",3,"transcribed"
"avantgarde_tri_10","avantgarde",3,255,241,0,"#FFF100","transcribed","","avantgarde_tri_10","tri","tricolor",3,"transcribed"
"avantgarde_tri_11","avantgarde",1,140,71,145,"#8C4791","transcribed","","avantgarde_tri_11","tri","tricolor",3,"transcribed"
"avantgarde_tri_11","avantgarde",2,210,15,42,"#D20F2A","transcribed","","avantgarde_tri_11","tri","tricolor",3,"transcribed"
"avantgarde_tri_11","avantgarde",3,255,253,225,"#FFFDE1","transcribed","","avantgarde_tri_11","tri","tricolor",3,"transcribed"
"kawaii_bi_01","kawaii",1,92,77,140,"#5C4D8C","transcribed","","kawaii_bi_01","bi","bicolor",2,"transcribed"
"kawaii_bi_01","kawaii",2,208,217,89,"#D0D959","transcribed","","kawaii_bi_01","bi","bicolor",2,"transcribed"
"kawaii_four_01","kawaii",1,207,200,59,"#CFC83B","transcribed","","kawaii_four_01","four","four-color",4,"transcribed"
"kawaii_four_01","kawaii",2,231,153,112,"#E79970","transcribed","","kawaii_four_01","four","four-color",4,"transcribed"
"kawaii_four_01","kawaii",3,155,204,208,"#9BCCD0","transcribed","","kawaii_four_01","four","four-color",4,"transcribed"
"kawaii_four_01","kawaii",4,46,141,58,"#2E8D3A","transcribed","","kawaii_four_01","four","four-color",4,"transcribed"
"kawaii_four_02","kawaii",1,121,121,45,"#79792D","transcribed","","kawaii_four_02","four","four-color",4,"transcribed"
"kawaii_four_02","kawaii",2,117,184,188,"#75B8BC","transcribed","","kawaii_four_02","four","four-color",4,"transcribed"
"kawaii_four_02","kawaii",3,212,105,50,"#D46932","transcribed","","kawaii_four_02","four","four-color",4,"transcribed"
"kawaii_four_02","kawaii",4,62,44,39,"#3E2C27","transcribed","","kawaii_four_02","four","four-color",4,"transcribed"
"kawaii_multi_01","kawaii",1,244,200,221,"#F4C8DD","transcribed","","kawaii_multi_01","multi","multicolor",5,"transcribed"
"kawaii_multi_01","kawaii",2,0,151,220,"#0097DC","transcribed","","kawaii_multi_01","multi","multicolor",5,"transcribed"
"kawaii_multi_01","kawaii",3,59,182,153,"#3BB699","transcribed","","kawaii_multi_01","multi","multicolor",5,"transcribed"
"kawaii_multi_01","kawaii",4,252,206,96,"#FCCE60","transcribed","","kawaii_multi_01","multi","multicolor",5,"transcribed"
"kawaii_multi_01","kawaii",5,233,71,64,"#E94740","transcribed","","kawaii_multi_01","multi","multicolor",5,"transcribed"
"kawaii_multi_02","kawaii",1,246,170,150,"#F6AA96","transcribed","","kawaii_multi_02","multi","multicolor",6,"review"
"kawaii_multi_02","kawaii",2,233,71,12,"#E9470C","transcribed","","kawaii_multi_02","multi","multicolor",6,"review"
"kawaii_multi_02","kawaii",3,142,172,122,"#8EAC7A","transcribed","","kawaii_multi_02","multi","multicolor",6,"review"
"kawaii_multi_02","kawaii",4,119,189,91,"#77BD5B","transcribed","","kawaii_multi_02","multi","multicolor",6,"review"
"kawaii_multi_02","kawaii",5,0,145,212,"#0091D4","transcribed","","kawaii_multi_02","multi","multicolor",6,"review"
"kawaii_multi_02","kawaii",6,240,200,43,"#F0C82B","review","The faint yellow label appears to read RGB (240, 200, 43), but the last blue-channel digit is not reliably legible. This triplet is a provisional candidate, not a confirmed transcription.","kawaii_multi_02","multi","multicolor",6,"review"
"kawaii_multi_03","kawaii",1,194,72,49,"#C24831","transcribed","","kawaii_multi_03","multi","multicolor",7,"transcribed"
"kawaii_multi_03","kawaii",2,37,166,76,"#25A64C","transcribed","","kawaii_multi_03","multi","multicolor",7,"transcribed"
"kawaii_multi_03","kawaii",3,247,162,17,"#F7A211","transcribed","","kawaii_multi_03","multi","multicolor",7,"transcribed"
"kawaii_multi_03","kawaii",4,255,158,178,"#FF9EB2","transcribed","","kawaii_multi_03","multi","multicolor",7,"transcribed"
"kawaii_multi_03","kawaii",5,61,48,138,"#3D308A","transcribed","","kawaii_multi_03","multi","multicolor",7,"transcribed"
"kawaii_multi_03","kawaii",6,178,96,84,"#B26054","transcribed","","kawaii_multi_03","multi","multicolor",7,"transcribed"
"kawaii_multi_03","kawaii",7,132,210,194,"#84D2C2","transcribed","","kawaii_multi_03","multi","multicolor",7,"transcribed"
"kawaii_multi_04","kawaii",1,238,207,36,"#EECF24","transcribed","","kawaii_multi_04","multi","multicolor",5,"transcribed"
"kawaii_multi_04","kawaii",2,220,66,31,"#DC421F","transcribed","","kawaii_multi_04","multi","multicolor",5,"transcribed"
"kawaii_multi_04","kawaii",3,48,87,97,"#305761","transcribed","","kawaii_multi_04","multi","multicolor",5,"transcribed"
"kawaii_multi_04","kawaii",4,221,186,143,"#DDBA8F","transcribed","","kawaii_multi_04","multi","multicolor",5,"transcribed"
"kawaii_multi_04","kawaii",5,227,165,42,"#E3A52A","transcribed","","kawaii_multi_04","multi","multicolor",5,"transcribed"
"kawaii_multi_05","kawaii",1,233,191,53,"#E9BF35","transcribed","","kawaii_multi_05","multi","multicolor",5,"transcribed"
"kawaii_multi_05","kawaii",2,170,149,224,"#AA95E0","transcribed","","kawaii_multi_05","multi","multicolor",5,"transcribed"
"kawaii_multi_05","kawaii",3,164,172,73,"#A4AC49","transcribed","","kawaii_multi_05","multi","multicolor",5,"transcribed"
"kawaii_multi_05","kawaii",4,220,123,143,"#DC7B8F","transcribed","","kawaii_multi_05","multi","multicolor",5,"transcribed"
"kawaii_multi_05","kawaii",5,118,149,170,"#7695AA","transcribed","","kawaii_multi_05","multi","multicolor",5,"transcribed"
"kawaii_multi_06","kawaii",1,36,100,136,"#246488","transcribed","","kawaii_multi_06","multi","multicolor",5,"transcribed"
"kawaii_multi_06","kawaii",2,81,102,46,"#51662E","transcribed","","kawaii_multi_06","multi","multicolor",5,"transcribed"
"kawaii_multi_06","kawaii",3,27,45,69,"#1B2D45","transcribed","","kawaii_multi_06","multi","multicolor",5,"transcribed"
"kawaii_multi_06","kawaii",4,232,211,202,"#E8D3CA","transcribed","","kawaii_multi_06","multi","multicolor",5,"transcribed"
"kawaii_multi_06","kawaii",5,196,191,198,"#C4BFC6","transcribed","","kawaii_multi_06","multi","multicolor",5,"transcribed"
"kawaii_multi_07","kawaii",1,115,89,68,"#735944","transcribed","","kawaii_multi_07","multi","multicolor",5,"transcribed"
"kawaii_multi_07","kawaii",2,145,141,141,"#918D8D","transcribed","","kawaii_multi_07","multi","multicolor",5,"transcribed"
"kawaii_multi_07","kawaii",3,214,175,73,"#D6AF49","transcribed","","kawaii_multi_07","multi","multicolor",5,"transcribed"
"kawaii_multi_07","kawaii",4,189,26,34,"#BD1A22","transcribed","","kawaii_multi_07","multi","multicolor",5,"transcribed"
"kawaii_multi_07","kawaii",5,84,111,50,"#546F32","transcribed","","kawaii_multi_07","multi","multicolor",5,"transcribed"
"kawaii_multi_08","kawaii",1,214,163,27,"#D6A31B","transcribed","","kawaii_multi_08","multi","multicolor",5,"transcribed"
"kawaii_multi_08","kawaii",2,234,80,52,"#EA5034","transcribed","","kawaii_multi_08","multi","multicolor",5,"transcribed"
"kawaii_multi_08","kawaii",3,59,101,176,"#3B65B0","transcribed","","kawaii_multi_08","multi","multicolor",5,"transcribed"
"kawaii_multi_08","kawaii",4,86,181,82,"#56B552","transcribed","","kawaii_multi_08","multi","multicolor",5,"transcribed"
"kawaii_multi_08","kawaii",5,244,223,42,"#F4DF2A","transcribed","","kawaii_multi_08","multi","multicolor",5,"transcribed"
"kawaii_tri_01","kawaii",1,244,200,221,"#F4C8DD","transcribed","","kawaii_tri_01","tri","tricolor",3,"transcribed"
"kawaii_tri_01","kawaii",2,0,151,220,"#0097DC","transcribed","","kawaii_tri_01","tri","tricolor",3,"transcribed"
"kawaii_tri_01","kawaii",3,59,182,153,"#3BB699","transcribed","","kawaii_tri_01","tri","tricolor",3,"transcribed"
"kawaii_tri_02","kawaii",1,74,176,223,"#4AB0DF","transcribed","","kawaii_tri_02","tri","tricolor",3,"transcribed"
"kawaii_tri_02","kawaii",2,216,77,150,"#D84D96","transcribed","","kawaii_tri_02","tri","tricolor",3,"transcribed"
"kawaii_tri_02","kawaii",3,130,85,160,"#8255A0","transcribed","","kawaii_tri_02","tri","tricolor",3,"transcribed"
"kawaii_tri_03","kawaii",1,231,187,127,"#E7BB7F","transcribed","","kawaii_tri_03","tri","tricolor",3,"transcribed"
"kawaii_tri_03","kawaii",2,229,194,219,"#E5C2DB","transcribed","","kawaii_tri_03","tri","tricolor",3,"transcribed"
"kawaii_tri_03","kawaii",3,234,223,202,"#EADFCA","transcribed","","kawaii_tri_03","tri","tricolor",3,"transcribed"
"kawaii_tri_04","kawaii",1,255,244,98,"#FFF462","transcribed","","kawaii_tri_04","tri","tricolor",3,"transcribed"
"kawaii_tri_04","kawaii",2,175,217,185,"#AFD9B9","transcribed","","kawaii_tri_04","tri","tricolor",3,"transcribed"
"kawaii_tri_04","kawaii",3,175,192,227,"#AFC0E3","transcribed","","kawaii_tri_04","tri","tricolor",3,"transcribed"
"kawaii_tri_05","kawaii",1,222,22,40,"#DE1628","transcribed","","kawaii_tri_05","tri","tricolor",3,"transcribed"
"kawaii_tri_05","kawaii",2,39,178,141,"#27B28D","transcribed","","kawaii_tri_05","tri","tricolor",3,"transcribed"
"kawaii_tri_05","kawaii",3,242,203,79,"#F2CB4F","transcribed","","kawaii_tri_05","tri","tricolor",3,"transcribed"
"kawaii_tri_06","kawaii",1,32,126,184,"#207EB8","transcribed","","kawaii_tri_06","tri","tricolor",3,"transcribed"
"kawaii_tri_06","kawaii",2,45,124,58,"#2D7C3A","transcribed","","kawaii_tri_06","tri","tricolor",3,"transcribed"
"kawaii_tri_06","kawaii",3,238,221,40,"#EEDD28","transcribed","","kawaii_tri_06","tri","tricolor",3,"transcribed"
"kawaii_tri_07","kawaii",1,61,126,180,"#3D7EB4","transcribed","","kawaii_tri_07","tri","tricolor",3,"transcribed"
"kawaii_tri_07","kawaii",2,223,68,114,"#DF4472","transcribed","","kawaii_tri_07","tri","tricolor",3,"transcribed"
"kawaii_tri_07","kawaii",3,230,140,95,"#E68C5F","transcribed","","kawaii_tri_07","tri","tricolor",3,"transcribed"
"kawaii_tri_08","kawaii",1,250,219,218,"#FADBDA","transcribed","","kawaii_tri_08","tri","tricolor",3,"transcribed"
"kawaii_tri_08","kawaii",2,175,217,185,"#AFD9B9","transcribed","","kawaii_tri_08","tri","tricolor",3,"transcribed"
"kawaii_tri_08","kawaii",3,255,252,209,"#FFFCD1","transcribed","","kawaii_tri_08","tri","tricolor",3,"transcribed"
"kawaii_tri_09","kawaii",1,255,244,98,"#FFF462","transcribed","","kawaii_tri_09","tri","tricolor",3,"transcribed"
"kawaii_tri_09","kawaii",2,250,219,218,"#FADBDA","transcribed","","kawaii_tri_09","tri","tricolor",3,"transcribed"
